docno,current_document,round_no,query_id,username,group,rankings,_id,position,query
ROUND-03-194_194_0_A-PHSFCK,"DESINER BREEDS COMBINE THE BEST OF BOTH WORLDS. Registered, pure dog breeds are ""mixed"" on purpose to create designer breeds.",3,194,PHSFCK,194_0_A,"{u'194': {u'position': 6.0, u'score': 0.55204004}}",66b0b90d3042c46fa0d09144,6,designer dog breeds
ROUND-03-194_194_0_B-ZZM5B4,"Designer breeds combine the best of both worlds. Registered, pure dog breeds are mixed on purpose to create designer breeds. Intentional mixing of breeds optimizes the best characteristics of each parent. Sometimes the dog may have more than two pure breeds in his bloodline, but unlike a mutt, his lineage can be identified. Designer breeds are loosely referred to as hybrids, but this is not accurate terminology.",3,194,ZZM5B4,194_0_B,"{u'194': {u'position': 1.0, u'score': 0.6333432}}",66b0b90d3042c46fa0d09149,1,designer dog breeds
ROUND-04-124_124_0_A-LIST00,The Bowflex Power Pro Home Gym is a very popular piece of home workout equipment. Bowflex uses long bending rods instead of weights to add resistance to exercise and the Power Pro is a great example of this equipment In the beginning of using the Bowflex Power Pro Home Gym it would be a good idea to concentrate on doing just a few compound exercises for three sets each and then after a few weeks start to mix it up. One of the things that happens with weight workouts is that your body becomes accustomed to exercises that you are doing and strength gains stop happening so you regularly need to change exercises to keep a certain amount of muscle confusion. The goal of doing the compound exercises on the Bowflex Power Pro is that you will gain muscle mass and leading to faster muscle gain.,4,124,LIST00,124_0_A,"{u'124': {u'position': 4.0, u'score': 0.6980161}}",66ba4fe93042c4316d53ead0,4,bowflex power pro
ROUND-04-124_124_0_B-FILLB1,"BowFlex is the brand name for a series of fitness training equipment, marketed and sold by BowFlex Inc., formerly Nautilus, Inc. Based in Vancouver, Washington, the company sells its products through direct, retail, and international channels. The first BowFlex product, BowFlex 2000X, was created in 1986. BowFlex products now range from cardio machines, adjustable dumbbells, and home gyms.",4,124,FILLB1,124_0_B,"{u'124': {u'position': 5.0, u'score': 0.61949015}}",66ba4fe93042c4316d53ead1,5,bowflex power pro
ROUND-04-124_124_0_B-PAIR05,The Bowflex Power Pro Home Gym is a very popular piece of home workout equipment. Bowflex uses long bending rods instead of weights to add resistance to exercise and the Power Pro is a great example of this equipment In the beginning of using the Bowflex Power Pro Home Gym it would be a good idea to concentrate on doing just a few compound exercises for three sets each and then after a few weeks start to mix it up. One of the things that happens with weight workouts is that your body becomes accustomed to exercises that you are doing and strength gains stop happening so you regularly need to change exercises to keep a certain amount of muscle confusion. The goal of doing the compound exercises on the Bowflex Power Pro is that you will gain muscle mass and leading to faster muscle gain.,4,124,PAIR05,124_0_B,"{u'124': {u'position': 3.0, u'score': 0.6980161}}",66ba4fe93042c4316d53ead2,3,bowflex power pro
ROUND-04-124_124_0_A-E2KSH3,"The Bowflex Power Pro is a highly regarded home gym system that utilizes power rods to deliver adjustable resistance, ranging from 5lbs to 100lbs, for strength training exercises. This versatility makes the Bowflex Power Pro suitable for a wide variety of workouts, catering to different fitness goals, experience levels, and personal preferences. Users can expect to see noticeable muscle gains within just a few weeks of consistent use. The Bowflex Power Pro allows you to elevate your workout routines to a new level, ensuring an effective and efficient path to achieving your fitness aspirations. With its adaptable resistance levels, the Bowflex Power Pro remains a top choice for those looking to enhance their home exercise regimen and see tangible results quickly.",4,124,E2KSH3,124_0_A,"{u'124': {u'position': 3.0, u'score': 0.71386}}",66ba4fe93042c4316d53eaef,3,bowflex power pro
ROUND-04-124_124_0_A-K625BG,"The Bowflex Power Pro is a very popular home gym system that uses power rods to provide resistance for strength training exercises. While Bowflex power pro can be effective for strength training for some individuals, its effectiveness ultimately depends on various factors including your fitness goals, experience level, and preferences. The rods can be adjusted to many weights (from 5lbs to 100lbs), making the Bowflex Power Pro useful for different exercises. After only a few weeks of using the Bowflex Power Pro there should already be some substantial and visible muscle gains. Prepare to take your workout routines to a whole new level with the Bowflex Power Pro!",4,124,K625BG,124_0_A,"{u'124': {u'position': 2.0, u'score': 0.7250144}}",66ba4fe93042c4316d53eaf0,2,bowflex power pro
ROUND-04-124_124_0_A-4L7H31,"
Bowflex Power Pro Home Gym is a popular piece of home workout equipment. Bowflex Power Pro is known to use the power of rods, instead of weights, to form resistance in lifting and pulling exercises. The Bowflex Power Pro power rods come in different sizes from 5lbs to 50 lbs, and when utilized correctly, are an extremely effective method of working out and exercise. Bowflex Power Pro will allow you to gain muscle mass and is leading to faster muscle gain. Get the Bowflex Power Pro to step up your home gym and bring your workout routin to a whole new level.",4,124,4L7H31,124_0_A,"{u'124': {u'position': 1.0, u'score': 0.7286789}}",66ba4fe93042c4316d53eaf1,1,bowflex power pro
ROUND-04-124_124_0_B-USIXYB,"The Bowflex Power Pro is a very popular home gym system that uses power rods to provide resistance for strength training exercises. Bowflex Power Pro rods can be adjusted to many weights, making the Bowflex Power Pro useful for different exercises. While Bowflex power pro can be effective for strength training, not all fitness goals, experience level, and preferences make Bowflex power pro effective. Use Bowflex Power Pro and you will show muscle gains shortly. take your workout routines to a whole new level with the Bowflex Power Pro!",4,124,USIXYB,124_0_B,"{u'124': {u'position': 1.0, u'score': 0.7233139}}",66ba4fe93042c4316d53eaf2,1,bowflex power pro
ROUND-04-124_124_0_B-I2V2PA,"Bowflex Power Pro is a resistance machine which uses power rods instead of weights for the machines strength and force. Bowflex is an excellent exercise machine, is very effective and easy to use, perfect for home gyms.",4,124,I2V2PA,124_0_B,"{u'124': {u'position': 2.0, u'score': 0.7036265}}",66ba4fe93042c4316d53eaf3,2,bowflex power pro
ROUND-04-124_124_0_B-X3CQB4,The Bowflex Power Pro Home Gym is a very popular piece of home workout equipment. Bowflex uses long bending rods instead of weights to add resistance to exercise and the Power Pro is a great example of this equipment In the beginning of using the Bowflex Power Pro Home Gym it would be a good idea to concentrate on doing just a few compound exercises for three sets each and then after a few weeks start to mix it up. One of the things that happens with weight workouts is that your body becomes accustomed to exercises that you are doing and strength gains stop happening so you regularly need to change exercises to keep a certain amount of muscle confusion. The goal of doing the compound exercises on the Bowflex Power Pro is that you will gain muscle mass and leading to faster muscle gain.,4,124,X3CQB4,124_0_B,"{u'124': {u'position': 4.0, u'score': 0.6980161}}",66ba4fe93042c4316d53eaf4,4,bowflex power pro
ROUND-04-124_124_0_A-FILLA1,"BowFlex is the brand name for a series of fitness training equipment, marketed and sold by BowFlex Inc., formerly Nautilus, Inc. Based in Vancouver, Washington, the company sells its products through direct, retail, and international channels. The first BowFlex product, BowFlex 2000X, was created in 1986. BowFlex products now range from cardio machines, adjustable dumbbells, and home gyms.",4,124,FILLA1,124_0_A,"{u'124': {u'position': 5.0, u'score': 0.61949015}}",66ba4fe93042c4316d53eb71,5,bowflex power pro
ROUND-04-144_144_0_B-PAIR05,"There are many used trombones that are in excellent condition and extremely playable. If well cared for, a trombone can be used for many decades. Used trombones, especially those which are not technically vintage, but simply have had a prior owner, can be much less expensive than new trombones and play just as well. Used trombones can be found in a variety of locations. Music instrument stores, of course, may carry some used instruments. Trombones can also be found at pawn shops or other resale stores and sometimes at estate or yard sales. You may also find used instruments through classified listings, such as those printed in a local newspaper or online on a classified advertisement website. Although it is possible to purchase a used trombone online, this can be risky. Many individual sellers will not accept returns if the trombone turns out to be different than described.",4,144,PAIR05,144_0_B,"{u'144': {u'position': 2.0, u'score': 0.64531875}}",66ba4fe93042c4316d53ead3,2,trombone for sale
ROUND-04-144_144_0_A-5I47JG,"There are many used trombones for sale that are in excellent condition and extremely playable. If well cared for, a trombone can be used for many decades. Used trombones for sale, especially those which are not technically vintage, but simply have had a prior owner, can be much less expensive than new trombones and play just as well. Used trombones for sale can be found in a variety of locations. Music instrument stores, of course, may carry some used instruments. Trombones for sale can also be found at pawn shops or other resale stores and sometimes at estate or yard sales. One of the best places to buy a trombone is The Brass Exchange. This online marketplace  sells used trombones and other brass instruments such as euphoniums, trumpets. They also offer unique vintage trombones that can sell for more than $10,000.",4,144,5I47JG,144_0_A,"{u'144': {u'position': 2.0, u'score': 0.650349}}",66ba4fe93042c4316d53eaf5,2,trombone for sale
ROUND-04-144_144_0_B-VZHABL,"There are many used trombones that are in excellent condition and extremely playable. If well cared for, a trombone can be used for many decades. Used trombones, especially those which are not technically vintage, but simply have had a prior owner, can be much less expensive than new trombones and play just as well. Used trombones can be found in a variety of locations. Music instrument stores, of course, may carry some used instruments. Trombones can also be found at pawn shops or other resale stores and sometimes at estate or yard sales. You may also find used instruments through classified listings, such as those printed in a local newspaper or online on a classified advertisement website. Although it is possible to purchase a used trombone online, this can be risky. Many individual sellers will not accept returns if the trombone turns out to be different than described.",4,144,VZHABL,144_0_B,"{u'144': {u'position': 3.0, u'score': 0.64531875}}",66ba4fe93042c4316d53eaf6,3,trombone for sale
ROUND-04-144_144_0_A-MHX97J,"Many used trombones are in excellent condition and playable. Used trombones can be found in a variety of locations, music instrument stores, of course, may carry some used instruments. Trombones can also be found at pawn shops or other resale stores and sometimes at estate or yard sales. You may also find used instruments through classified listings, such as those printed in a local newspaper or online on a classified advertisement website. Although it is possible to purchase a used trombone online, this can be risky. Many individual sellers will not accept returns if the trombone turns out to be different than described.",4,144,MHX97J,144_0_A,"{u'144': {u'position': 3.0, u'score': 0.64937943}}",66ba4fe93042c4316d53eb4f,3,trombone for sale
ROUND-04-144_144_0_A-OPPJA3,"There are many used trombones in excellent condition that are extremely playable. If well cared for, a trombone can be used for many decades. Used trombones, especially those that aren't technically vintage but simply had a prior owner, can be much less expensive than new trombones and play just as well. Used trombones for sale can often be found in various locations. Music instrument stores may carry some used instruments. Trombones for sale can also be found at pawn shops, resale stores, and estate or yard sales. Although it's possible to purchase a used trombone for sale online, this can be risky. Many individual sellers don't accept returns if the trombone turns out to be different than described. But the Brass Exchanged online site, which sells used trombones for sale and brass instruments, can help you optimize your ideal trombone setup and even offers custom fittings virtually.",4,144,OPPJA3,144_0_A,"{u'144': {u'position': 1.0, u'score': 0.6514969}}",66ba4fe93042c4316d53eb50,1,trombone for sale
ROUND-04-144_144_0_B-SUL8M1,"Used trombones for sale, get them here",4,144,SUL8M1,144_0_B,"{u'144': {u'position': 1.0, u'score': 0.6653299}}",66ba4fe93042c4316d53eb51,1,trombone for sale
ROUND-04-144_144_0_A-FILLA1,"The trombone (German: Posaune, Italian, French: trombone) is a musical instrument in the brass family. As with all brass instruments, sound is produced when the player's vibrating lips cause the air column inside the instrument to vibrate. Nearly all trombones use a telescoping slide mechanism to alter the pitch instead of the valves used by other brass instruments. The valve trombone is an exception, using three valves similar to those on a trumpet, and the superbone has valves and a slide.",4,144,FILLA1,144_0_A,"{u'144': {u'position': 5.0, u'score': 0.5433789}}",66ba4fe93042c4316d53eb72,5,trombone for sale
ROUND-04-144_144_0_A-LIST00,"There are many used trombones that are in excellent condition and extremely playable. If well cared for, a trombone can be used for many decades. Used trombones, especially those which are not technically vintage, but simply have had a prior owner, can be much less expensive than new trombones and play just as well. Used trombones can be found in a variety of locations. Music instrument stores, of course, may carry some used instruments. Trombones can also be found at pawn shops or other resale stores and sometimes at estate or yard sales. You may also find used instruments through classified listings, such as those printed in a local newspaper or online on a classified advertisement website. Although it is possible to purchase a used trombone online, this can be risky. Many individual sellers will not accept returns if the trombone turns out to be different than described.",4,144,LIST00,144_0_A,"{u'144': {u'position': 4.0, u'score': 0.64531875}}",66ba4fe93042c4316d53eb73,4,trombone for sale
ROUND-04-144_144_0_B-FILLB1,"The trombone (German: Posaune, Italian, French: trombone) is a musical instrument in the brass family. As with all brass instruments, sound is produced when the player's vibrating lips cause the air column inside the instrument to vibrate. Nearly all trombones use a telescoping slide mechanism to alter the pitch instead of the valves used by other brass instruments. The valve trombone is an exception, using three valves similar to those on a trumpet, and the superbone has valves and a slide.",4,144,FILLB1,144_0_B,"{u'144': {u'position': 5.0, u'score': 0.5433789}}",66ba4fe93042c4316d53eb74,5,trombone for sale
ROUND-04-144_144_0_B-FILLB2,"aw firm Holden Smith has supported the sale of world-renowned trombone manufacturer Michael Rath Trombones for an undisclosed sum.

The Huddersfield instrument maker has been acquired by global musical instrument retailer John Packer Musical Instruments.

Rob Kelly, director and head of corporate at Holden Smith, said: “Michael Rath trombones are found in almost every conceivable musical situation, from symphony orchestras and opera houses to film and television studios. They are made in Huddersfield, but sold across the world, with the USA being a particularly important market.

“It has been a pleasure to support owners Michael and Nicola Rath through the acquisition by Taunton-based John Packer Musical Instruments, acting for them with the sale of the entire issued share capital of the company.”",4,144,FILLB2,144_0_B,"{u'144': {u'position': 4.0, u'score': 0.5674037}}",66ba4fe93042c4316d53eb75,4,trombone for sale
ROUND-04-064_064_0_B-FILLB2,"So, our now annual moth-trapping and counting event at Graves Park in Sheffield proved very successful. The aim is to audit the wildlife of the park and encourage members of the public to get actively involved in nature recording. This event was organized by the Biodiversity Research Group with the Friends of Graves Park and supported by the National Lottery and the Graves Trust.",4,64,FILLB2,064_0_B,"{u'064': {u'position': 5.0, u'score': 0.5292732}}",66ba4fe93042c4316d53eadf,5,moths
ROUND-04-064_064_0_B-FEHVQN,A MOTH IS AN INSECT IN THE ORDER LEPIDOPTERA.,4,64,FEHVQN,064_0_B,"{u'064': {u'position': 3.0, u'score': 0.61080164}}",66ba4fe93042c4316d53eb0d,3,moths
ROUND-04-064_064_0_B-B1BWZ0,"Moths are a group of insects that includes all members of the order Lepidoptera that are not butterflies. They were previously classified as suborder Heterocera, but the group is paraphyletic with respect to butterflies and neither subordinate taxon is used in modern classifications. Moths make up the vast majority of the order. There are approximately 160,000 species of moth, many of which have yet to be described. ",4,64,B1BWZ0,064_0_B,"{u'064': {u'position': 2.0, u'score': 0.6447221}}",66ba4fe93042c4316d53eb22,2,moths
ROUND-04-064_064_0_A-3O0NK1,MOTHS ARE OF THE ORDER LEPIDOPTERA AND TYPE OF INSECT. MOTHS ARE NOT BUTTERFLIES IN OPPOSITION TO COMMON BELIEF. TO DISTINGUISH MOTHS FROM BUTTERFLIES YOU CAN SEE THAT BUTTERFLIES HAVE THIN ANTENNAE AND MOTH ANTENNAE ARE USUALLY FEATHERY WITH NO BALL ON THE END.,4,64,3O0NK1,064_0_A,"{u'064': {u'position': 4.0, u'score': 0.59512347}}",66ba4fe93042c4316d53eb23,4,moths
ROUND-04-064_064_0_A-MSW74H,"Moths are insects belonging to the order Lepidoptera, which includes all species that are not classified as butterflies. Although they were once grouped under the suborder Heterocera, this classification is no longer used because it doesn't accurately reflect their evolutionary relationship with butterflies. Moths constitute the majority of species in the order, with around 160,000 species identified so far, and many more yet to be described.",4,64,MSW74H,064_0_A,"{u'064': {u'position': 2.0, u'score': 0.6480138}}",66ba4fe93042c4316d53eb2b,2,moths
ROUND-04-064_064_0_A-0S4RPX,Moths are insects of the order Lepidoptera.One of the moth species most commonly seen is the Tomato hornworm moth.,4,64,0S4RPX,064_0_A,"{u'064': {u'position': 3.0, u'score': 0.6251879}}",66ba4fe93042c4316d53eb34,3,moths
ROUND-04-064_064_0_A-FILLA1,"Moths are a group of insects that includes all members of the order Lepidoptera that are not butterflies. They were previously classified as suborder Heterocera, but the group is paraphyletic with respect to butterflies (suborder Rhopalocera) and neither subordinate taxon is used in modern classifications. Moths make up the vast majority of the order. There are approximately 160,000 species of moth, many of which have yet to be described. Most species of moth are nocturnal, although there are also crepuscular and diurnal species.",4,64,FILLA1,064_0_A,"{u'064': {u'position': 1.0, u'score': 0.6494667}}",66ba4fe93042c4316d53eb84,1,moths
ROUND-04-064_064_0_A-LIST00,"Moth fossils have been found that may be 190 million years old. Both types of Lepidoptera are thought to have co-evolved with flowering plants, mainly because most modern species, both as adults and larvae, feed on flowering plants. One of the earliest known species that is thought to be an ancestor of moths is Archaeolepis mane. Its fossil fragments show scaled wings that are similar to caddisflies in their veining.",4,64,LIST00,064_0_A,"{u'064': {u'position': 5.0, u'score': 0.56899345}}",66ba4fe93042c4316d53eb85,5,moths
ROUND-04-064_064_0_B-FILLB1,"Moths are a group of insects that includes all members of the order Lepidoptera that are not butterflies. They were previously classified as suborder Heterocera, but the group is paraphyletic with respect to butterflies (suborder Rhopalocera) and neither subordinate taxon is used in modern classifications. Moths make up the vast majority of the order. There are approximately 160,000 species of moth, many of which have yet to be described. Most species of moth are nocturnal, although there are also crepuscular and diurnal species.",4,64,FILLB1,064_0_B,"{u'064': {u'position': 1.0, u'score': 0.6494667}}",66ba4fe93042c4316d53eb86,1,moths
ROUND-04-064_064_0_B-PAIR05,"Moth fossils have been found that may be 190 million years old. Both types of Lepidoptera are thought to have co-evolved with flowering plants, mainly because most modern species, both as adults and larvae, feed on flowering plants. One of the earliest known species that is thought to be an ancestor of moths is Archaeolepis mane. Its fossil fragments show scaled wings that are similar to caddisflies in their veining.",4,64,PAIR05,064_0_B,"{u'064': {u'position': 4.0, u'score': 0.56899345}}",66ba4fe93042c4316d53eb87,4,moths
ROUND-04-161_161_0_A-FILLA1,"Multifunctional furniture is furniture with several functions combined. The functions combined vary, but a common variant is to incorporate an extra storage function into chairs, tables, and so forth, making them so-called storage furniture. It more efficiently uses up living space. Lack of space can be an important reason for choosing such furniture, but combination furniture is also seen in larger homes for more space-efficient utilization. Historically, furniture with transforming mechanisms was called ""mechanical furniture"".",4,161,FILLA1,161_0_A,"{u'161': {u'position': 5.0, u'score': 0.5625471}}",66ba4fe93042c4316d53ead4,5,furniture for small spaces
ROUND-04-161_161_0_B-FILLB1,"Multifunctional furniture is furniture with several functions combined. The functions combined vary, but a common variant is to incorporate an extra storage function into chairs, tables, and so forth, making them so-called storage furniture. It more efficiently uses up living space. Lack of space can be an important reason for choosing such furniture, but combination furniture is also seen in larger homes for more space-efficient utilization. Historically, furniture with transforming mechanisms was called ""mechanical furniture"".",4,161,FILLB1,161_0_B,"{u'161': {u'position': 5.0, u'score': 0.5625471}}",66ba4fe93042c4316d53ead5,5,furniture for small spaces
ROUND-04-161_161_0_A-5I47JG,"furniture for tiny spaces
",4,161,5I47JG,161_0_A,"{u'161': {u'position': 1.0, u'score': 0.7066747}}",66ba4fe93042c4316d53eaf7,1,furniture for small spaces
ROUND-04-161_161_0_A-5NT5J0,Buy furniture for small spaces. Furniture for tiny spaces is very effective ,4,161,5NT5J0,161_0_A,"{u'161': {u'position': 2.0, u'score': 0.6890811}}",66ba4fe93042c4316d53eaf8,2,furniture for small spaces
ROUND-04-161_161_0_B-FEHVQN,BUY FURNITURE FOR SMALL SPACES RIGHT NOW ON HOME DEPOT.,4,161,FEHVQN,161_0_B,"{u'161': {u'position': 1.0, u'score': 0.6729099}}",66ba4fe93042c4316d53eaf9,1,furniture for small spaces
ROUND-04-161_161_0_B-X3CQB4,"Can condo dwellers still have it all while living small? Yes! insists designer Karin Bohne of Vancouvers Moeski Design Agency. Although space is often sacrificed for urban living, Bohne says a ton of square footage isnt a requirement for a well designed home. A little strategic planning can go a long way in a small space, says the designer. A common mistake people make when decorating a new condo is rushing out to a couple stores to buy things just to fill the space. Dont feel like you have to go out and buy everything at once, explains Bohne. Oftentimes the space will end up looking more like a catalogue than a home. Instead the designer recommends taking your time, doing your research, and selecting pieces that will enhance your home and represent your personal style.",4,161,X3CQB4,161_0_B,"{u'161': {u'position': 3.0, u'score': 0.5833894}}",66ba4fe93042c4316d53eafa,3,furniture for small spaces
ROUND-04-161_161_0_B-I2V2PA,Furniture for small spaces - discover a collection you'll love. Shop IKEA products for small spaces at great prices and high reviews. Discover incredible space-saving solutions and make your tiny home feel roomy! Don't let limited space limit your lifestyle. Embrace space-saving furniture that maximizes comfort and style. Transform your small space with big innovative designs.,4,161,I2V2PA,161_0_B,"{u'161': {u'position': 2.0, u'score': 0.6502776}}",66ba4fe93042c4316d53eb52,2,furniture for small spaces
ROUND-04-161_161_0_A-LIST00,"Can condo dwellers still have it all while living small? Yes! insists designer Karin Bohne of Vancouvers Moeski Design Agency. Although space is often sacrificed for urban living, Bohne says a ton of square footage isnt a requirement for a well designed home. A little strategic planning can go a long way in a small space, says the designer. A common mistake people make when decorating a new condo is rushing out to a couple stores to buy things just to fill the space. Dont feel like you have to go out and buy everything at once, explains Bohne. Oftentimes the space will end up looking more like a catalogue than a home. Instead the designer recommends taking your time, doing your research, and selecting pieces that will enhance your home and represent your personal style.",4,161,LIST00,161_0_A,"{u'161': {u'position': 4.0, u'score': 0.5833894}}",66ba4fe93042c4316d53eb76,4,furniture for small spaces
ROUND-04-161_161_0_B-PAIR05,"Can condo dwellers still have it all while living small? Yes! insists designer Karin Bohne of Vancouvers Moeski Design Agency. Although space is often sacrificed for urban living, Bohne says a ton of square footage isnt a requirement for a well designed home. A little strategic planning can go a long way in a small space, says the designer. A common mistake people make when decorating a new condo is rushing out to a couple stores to buy things just to fill the space. Dont feel like you have to go out and buy everything at once, explains Bohne. Oftentimes the space will end up looking more like a catalogue than a home. Instead the designer recommends taking your time, doing your research, and selecting pieces that will enhance your home and represent your personal style.",4,161,PAIR05,161_0_B,"{u'161': {u'position': 4.0, u'score': 0.5833894}}",66ba4fe93042c4316d53eb77,4,furniture for small spaces
ROUND-04-161_161_0_A-MSW74H,"Buying furniture for small spaces can be particularly challenging. In tiny apartments, limited storage and floor space often make it difficult to live comfortably with standard furniture. However, even the smallest spaces can feel roomy and functional with the right space-saving furniture. From micro-lofts to tiny homes, small spaces demand a minimalist design approach. Many furniture designers have created solutions specifically for small spaces, offering items that transform into something else or fold up neatly when not in use. Transformable furniture is ideal for small spaces, providing multiple functions in a single piece and reducing the need for numerous furniture items. This type of furniture can make a small apartment as comfortable as a larger home by optimizing every inch of space. When looking for ""furniture for small spaces,"" it is crucial to focus on pieces that maximize both comfort and functionality.",4,161,MSW74H,161_0_A,"{u'161': {u'position': 3.0, u'score': 0.6658777}}",66ba4fe93042c4316d53eb9e,3,furniture for small spaces
ROUND-04-164_164_0_A-3XNR8C,"A hobby store is a retail establishment that sells materials and equipment related to a specific hobby or set of hobbies. These can include items such as model kits, craft supplies, board games, and more.",4,164,3XNR8C,164_0_A,"{u'164': {u'position': 1.0, u'score': 0.6799415}}",66ba4fe93042c4316d53eafb,1,hobby stores
ROUND-04-164_164_0_A-4FOIHT,"A hobby store or hobby shop is a store that sells kits used in construction of various objects like planes, cars, miniatures as well as the supplies to build and paint them.
Most of these models come from tabletop games such as Warhammer and Macross so a hobby shop will usually have a section both painting and a section for playing the respective game.
The shop will sell primers, brushes and painting manuals and well as lore books and magazines so hobbyists as the are called, can enjoy themselves.
In an attempt to get people into the hobby, as it is commonly called, a hobby store might also hire an artist to create dazzling artworks to catch the eye.
",4,164,4FOIHT,164_0_A,"{u'164': {u'position': 4.0, u'score': 0.6549515}}",66ba4fe93042c4316d53eafc,4,hobby stores
ROUND-04-164_164_0_B-8PDCC8,"This is a list of hobby shops in the United States which are known to carry model railroad equipment. The list is in sorted order by Zip Code, so that shops which are near each other on the planet will tend to be near each other in the list, even though they may be in different cities. html pointers are included for any shop for which we have an email address or a web site. Additionally, there are pointers at the beginning of the list to each state. This version of the list is in one part; a two part version is also available on this site in case this one chokes your reader. We try to keep this list up to date, but you should always call or email ahead before you make a trip! Your help in keeping this list up to date is appreciated.",4,164,8PDCC8,164_0_B,"{u'164': {u'position': 3.0, u'score': 0.59160334}}",66ba4fe93042c4316d53eafd,3,hobby stores
ROUND-04-164_164_0_B-DVQRVN,"This is a list of hobby shops in the United States which are known to carry model railroad equipment. The list is in sorted order by Zip Code, so that shops which are near each other on the planet will tend to be near each other in the list, even though they may be in different cities. html pointers are included for any shop for which we have an email address or a web site. Additionally, there are pointers at the beginning of the list to each state. This version of the list is in one part; a two part version is also available on this site in case this one chokes your reader. We try to keep this list up to date, but you should always call or email ahead before you make a trip! Your help in keeping this list up to date is appreciated.",4,164,DVQRVN,164_0_B,"{u'164': {u'position': 4.0, u'score': 0.59160334}}",66ba4fe93042c4316d53eafe,4,hobby stores
ROUND-04-164_164_0_A-8HAMF4,"A hobby store or hobby shop is a store that specializes in modelling and craft supplies and specialty magazines for model airplanes like military craft, model trains like locomotives, ship models and house and building models. Some hobby shops sell R/C cars, pinewood derby kits, boats, and model or remote control planes. There are many hobby stores in the world. Some of them are web stores like HobbyTown who offer a wide range of hobby products, such as radio control, models, rockets, games and toys. Another option is MegaHobby where you can find over 50,000 products for model building, painting and more, and get same day shipping, free shipping and more. A subtype of hobby stores are game stores, which sells jigsaw puzzles, card and board games and role playing games. Such stores sometimes may also contain community space for hobbyists to mingle and play games. Hobby stores are rising.",4,164,8HAMF4,164_0_A,"{u'164': {u'position': 2.0, u'score': 0.67551875}}",66ba4fe93042c4316d53eb53,2,hobby stores
ROUND-04-164_164_0_A-FILLA1,"A hobby shop (or hobby store) sells recreational items for hobbyists. Classical hobby stores specialize in modeling and craft supplies and specialty magazines for model airplanes (military craft, private airplanes, and airliners), model trains (locomotives, rolling stock, track, power packs, and accessories), ship models, house and building models. Some hobby shops sell R/C cars, pinewood derby kits, boats, and model or remote control planes. Some hobby shops may also sell dolls, figures, and collectible coins and stamps. A subtype of hobby shop is a game store, which sells jigsaw puzzles, card and board games, and role-playing games. Such stores sometimes may also contain community space for hobbyists (gamers) to mingle and play games. In recent years, board and card game hobby shops have often become part-cafes.",4,164,FILLA1,164_0_A,"{u'164': {u'position': 3.0, u'score': 0.65945774}}",66ba4fe93042c4316d53eb78,3,hobby stores
ROUND-04-164_164_0_A-PAIR05,"This is a list of hobby shops in the United States which are known to carry model railroad equipment. The list is in sorted order by Zip Code, so that shops which are near each other on the planet will tend to be near each other in the list, even though they may be in different cities. html pointers are included for any shop for which we have an email address or a web site. Additionally, there are pointers at the beginning of the list to each state. This version of the list is in one part; a two part version is also available on this site in case this one chokes your reader. We try to keep this list up to date, but you should always call or email ahead before you make a trip! Your help in keeping this list up to date is appreciated.",4,164,PAIR05,164_0_A,"{u'164': {u'position': 5.0, u'score': 0.59160334}}",66ba4fe93042c4316d53eb79,5,hobby stores
ROUND-04-164_164_0_B-FILLB1,"A hobby shop (or hobby store) sells recreational items for hobbyists. Classical hobby stores specialize in modeling and craft supplies and specialty magazines for model airplanes (military craft, private airplanes, and airliners), model trains (locomotives, rolling stock, track, power packs, and accessories), ship models, house and building models. Some hobby shops sell R/C cars, pinewood derby kits, boats, and model or remote control planes. Some hobby shops may also sell dolls, figures, and collectible coins and stamps. A subtype of hobby shop is a game store, which sells jigsaw puzzles, card and board games, and role-playing games. Such stores sometimes may also contain community space for hobbyists (gamers) to mingle and play games. In recent years, board and card game hobby shops have often become part-cafes.",4,164,FILLB1,164_0_B,"{u'164': {u'position': 1.0, u'score': 0.65945786}}",66ba4fe93042c4316d53eb7a,1,hobby stores
ROUND-04-164_164_0_B-FILLB2,"The purported oldest hobby shop in Canada is apparently closing its doors for good.

According to the Maritime Hobbies and Crafts website, the Halifax-based store has “closed permanently” after 78 years of business.

“Maritime Hobbies & Crafts has come to an abrupt end,” the statement on the website reads. “It's the end of a Canadian institution and what was a beautiful story. We've enjoyed the many, many stories we've heard from customers who remember this shop way back when it was in Scotia Square Mall, and some from even before that.

“We'll miss chatting with you and sharing the joy of shared hobby interests.”",4,164,FILLB2,164_0_B,"{u'164': {u'position': 5.0, u'score': 0.52045393}}",66ba4fe93042c4316d53eb7b,5,hobby stores
ROUND-04-164_164_0_B-LIST00,"This is a list of hobby shops in the United States which are known to carry model railroad equipment. The list is in sorted order by Zip Code, so that shops which are near each other on the planet will tend to be near each other in the list, even though they may be in different cities. html pointers are included for any shop for which we have an email address or a web site. Additionally, there are pointers at the beginning of the list to each state. This version of the list is in one part; a two part version is also available on this site in case this one chokes your reader. We try to keep this list up to date, but you should always call or email ahead before you make a trip! Your help in keeping this list up to date is appreciated.",4,164,LIST00,164_0_B,"{u'164': {u'position': 2.0, u'score': 0.5916035}}",66ba4fe93042c4316d53eb7c,2,hobby stores
